"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090183","regulation of kidney development","13/2556","36/18805",0.361111111111111,2.65676621457138,3.9462458625281,0.000570246252025949,0.00799122361361819,0.00601759860690541,"BMP4/OSR1/GATA3/HNF1B/LGR4/PAX2/PAX8/AGT/SIX4/SOX9/PPP3CA/SIX1/VEGFA",13
"GO:1905332","positive regulation of morphogenesis of an epithelium","13/2556","36/18805",0.361111111111111,2.65676621457138,3.9462458625281,0.000570246252025949,0.00799122361361819,0.00601759860690541,"CTNNB1/BMP4/GATA3/LGR4/GJA1/PAX2/PAX8/AGT/SIX4/SOX9/EGF/SIX1/VEGFA",13
"GO:0071331","cellular response to hexose stimulus","36/2556","153/18805",0.235294117647059,1.73110558777502,3.6012671696928,0.000590964715812369,0.00826278557301376,0.00622209180438802,"ADCY8/PRKCE/PTPRN2/RPTOR/FOXO3/HIF1A/SLC2A2/PDE8B/NPTX1/PRKAA1/IGF1R/XBP1/SYBU/SLC39A14/ZBTB20/PAX2/ERN1/SMAD3/PLA2G6/NR1H4/CPB2/FOXA2/PCK1/SRI/ENY2/STXBP4/TRPM4/GCLM/PPP3CA/VSNL1/SLC12A7/GATA4/FGF21/UNC13B/GCG/RFX6",36
"GO:0021537","telencephalon development","58/2556","280/18805",0.207142857142857,1.52399116923765,3.50361278084783,0.00060543228418294,0.00844591733998192,0.00635999477382936,"ROBO2/CTNNB1/SALL1/BMP4/POU3F2/GLI3/AVPR1A/ROBO1/AKIRIN2/RELN/GSK3B/PHACTR1/BCL11B/DAB1/EGFR/SHH/CDH2/CDK6/CDON/FOXP1/HES1/EFHC1/HIF1A/TRAPPC9/ZMIZ1/IGF1R/CHD7/GSX2/LRRK2/FOXB1/LAMB1/LARGE1/RTN4/CORO1C/KDM2B/FOXP2/ATIC/NUMB/TACC2/SKI/BNIP3/TACC1/EXT1/MCPH1/MGARP/UCHL5/PLCB1/BMERB1/RPGRIP1L/NFIB/WNT5A/CNTNAP2/PROX1/BTBD3/PTEN/SEMA3A/ERBB4/FUT10",58
"GO:0045926","negative regulation of growth","50/2556","233/18805",0.214592274678112,1.57879801460168,3.52588288207662,0.000610306894609737,0.00849470047892469,0.006396729742482,"DCC/NRP1/OSTN/STK3/MAP2/SPP1/GPC3/TGFB2/JARID2/FRZB/FOXP1/HIF1A/WWC2/SERTAD2/ST7L/ENPP1/DAB2/WWC1/BRCA1/CDH1/ACVR1B/VGLL4/CDKN2AIP/SPAG9/BCL6/GJA1/RTN4/CGA/MEG3/DUSP10/BCL11A/MIR200B/SEMA3F/ENO1/SMAD3/RBP4/CGRRF1/HNF4A/HYAL1/HRG/JADE1/CDHR2/FGFR3/PTPRJ/DIP2B/STC2/WNT5A/SMARCA2/PTEN/SEMA3A",50
"GO:0008154","actin polymerization or depolymerization","42/2556","187/18805",0.224598930481283,1.65241897014888,3.55609289417515,0.000614436734516545,0.00853292095727256,0.00642551075379915,"CYRIA/PRKCE/KANK1/WASF3/NCKAP1/CD2AP/TRIOBP/F2RL1/SPTBN1/COBL/CAPZA2/CYFIP2/HIP1R/CRACD/ARHGAP35/WDR1/EPS8/GSN/PTK2B/SVIL/ANG/CAPG/BAIAP2L2/DMTN/FCHSD2/CDC42EP4/ADD1/RAC1/ARHGAP40/CDC42EP1/BIN1/VASP/CAPZB/DIAPH1/GRB2/WASL/SNX9/LIMA1/SCIN/ARHGAP18/SPIRE1/CAPZA3",42
"GO:1901607","alpha-amino acid biosynthetic process","19/2556","64/18805",0.296875,2.18416837832551,3.76356388971898,0.000616272996946222,0.00853918943633799,0.00643023108108761,"GLS/CPS1/SERINC5/OTC/PAH/MTHFD2L/PLOD2/SEPHS2/GGT1/PCBD1/PSPH/MTRR/PCBD2/ASS1/MTR/APIP/BCAT1/PSAT1/HAO1",19
"GO:0097485","neuron projection guidance","51/2556","239/18805",0.213389121338912,1.56994617636081,3.51694720165907,0.00062057949465554,0.00855833220644765,0.00644464608338436,"ROBO2/DCC/SEMA3C/NRP1/GLI3/ROBO1/GLI2/GATA3/RELN/SEMA4D/FLRT2/BCL11B/SHH/PTPRM/ALCAM/CYFIP2/NRCAM/ARHGAP35/SIAH1/KIF5B/SEMA3F/KALRN/SEMA4G/FYN/PTK2/B3GNT2/RAC1/SEMA6A/DSCAML1/TRIO/DAG1/EXT1/ECE1/UNC5A/VASP/NECTIN1/PTPRJ/NOTCH2/VEGFA/NFIB/DRGX/WNT5A/CNTN1/NRP2/APBB2/MYPN/EDN1/LHX9/NELL2/FLRT3/SEMA3A",51
"GO:0010717","regulation of epithelial to mesenchymal transition","31/2556","126/18805",0.246031746031746,1.8101044538838,3.61860940871589,0.000621408294417313,0.00855833220644765,0.00644464608338436,"CTNNB1/BMP4/GATA3/GSK3B/TCF7L2/TGFB2/WWTR1/TGFBR2/AXIN2/DAB2/QKI/MIR29B1/KAT8/SMAD3/PTK2/OLFM1/AGT/PHLDB1/MIR21/SMAD7/FOXA2/GCNT2/HPN/PHLDB2/DAG1/USF3/SPRY1/IL1B/VEGFA/FOXA1/PTEN",31
"GO:0045860","positive regulation of protein kinase activity","46/2556","210/18805",0.219047619047619,1.61157686861912,3.53471850577426,0.000621885821336788,0.00855833220644765,0.00644464608338436,"ADCY8/SASH1/ROBO1/RELN/MAP3K4/NEDD9/TCIM/INSR/EGFR/TGFB2/MMD/CAB39/ALS2/CENPE/LRRK2/PRLR/TNFRSF10B/PIK3R6/ERN1/PTK2B/RAPGEF2/IGF1/ECT2/PTK2/PIM1/SRC/CRIPTO/CARD10/TOM1L1/NEK10/PLA2G1B/MAP3K13/PDGFA/MIR92A1/SNX9/TNFRSF10A/IL1B/RALB/CCNY/CCN1/WNT5A/PROX1/ADRA2C/EDN1/NRG1/FGF1",46
"GO:2000649","regulation of sodium ion transmembrane transporter activity","12/2556","32/18805",0.375,2.75894953051643,3.94960582010721,0.00062320648081333,0.00855833220644765,0.00644464608338436,"OSR1/SLMAP/NEDD4L/FGF12/UTRN/NEDD4/PCSK9/FXYD2/TESC/PTPN3/STK39/ATP1B1",12
"GO:0001708","cell fate specification","28/2556","110/18805",0.254545454545455,1.87274149950206,3.64092272850311,0.000627149983482538,0.00859334844034074,0.00647101421553562,"TBX3/CTNNB1/NRP1/POU3F2/GLI3/GLI2/HNF1B/SHH/CDON/MGA/TENM4/IHH/NFIA/GSX2/PAX2/TBX15/GATAD2B/FOXA2/SOX2/MNX1/MYT1L/BMPR1A/SOX9/MTA3/SIX1/NFIB/FOXA1/PRDM14",28
"GO:0061180","mammary gland epithelium development","20/2556","69/18805",0.289855072463768,2.13252137624459,3.73787471904446,0.00063042821383188,0.00861911389465049,0.00649041627077237,"TBX3/ROBO1/GATA3/NR3C1/BTRC/EPHA2/HIF1A/DEAF1/FOXB1/PRLR/RTN4/MED1/SRC/RREB1/CSF1/PERP/AREG/WNT5A/CSMD1/ERBB4",20
"GO:0032332","positive regulation of chondrocyte differentiation","9/2556","20/18805",0.45,3.31073943661972,4.10064904006621,0.00063528513843038,0.00866630124681797,0.00652594957060178,"GLI3/SOX5/RUNX2/SOX6/ZBTB16/SMAD3/SMAD7/PKDCC/SOX9",9
"GO:0008645","hexose transmembrane transport","30/2556","121/18805",0.247933884297521,1.82409886315136,3.60686009969326,0.000657879638690189,0.00891772306396944,0.00671527671870686,"OSTN/HK2/INSR/GPC3/SLC2A2/CD2AP/OPN3/ENPP1/MAPK14/BRAF/SLC2A9/ASPSCR1/PIK3R1/ZDHHC7/IGF1/NFE2L2/SLC5A9/HNF1A/STXBP4/YES1/MFSD4A/PLA2G1B/C3/SORBS1/FGF21/IL1B/IRS1/MEF2A/PID1/EDN1",30
"GO:0044344","cellular response to fibroblast growth factor stimulus","38/2556","165/18805",0.23030303030303,1.69438516621615,3.55313476084926,0.000658391692504189,0.00891772306396944,0.00671527671870686,"CTNNB1/GATA3/RUNX2/FLRT2/CCN2/INSR/EGFR/ZFP36L1/EPHA2/DSTYK/FLRT1/CPS1/IGF1R/MERTK/TRIM71/EPHB4/GALNT3/FAM20C/CRIPTO/HYAL1/KLB/FGFR4/FGFR3/DLL4/GCLM/MET/SHOC2/EXT1/GRB2/SPRY1/FGF21/ZFP36L2/WNT5A/PRDM14/FLRT3/KIF16B/FGF1/ERBB4",38
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","38/2556","165/18805",0.23030303030303,1.69438516621615,3.55313476084926,0.000658391692504189,0.00891772306396944,0.00671527671870686,"BMP4/NRP1/WWOX/STK3/GSK3B/KLF4/TCF7L2/PAK5/PPP2R1B/ACSL5/RFFL/IFI6/BRCA1/YAP1/FGA/CTNNA1/RBCK1/FGG/HTT/FEM1B/FGB/IGF1/CFLAR/BIRC6/HMOX1/AGT/SRC/CX3CL1/PAK2/TNFAIP3/GCLM/LMNA/SP100/BCL10/IL1B/SNAI2/FAF1/NRG1",38
"GO:1902903","regulation of supramolecular fiber organization","77/2556","396/18805",0.194444444444444,1.43056642323074,3.43451075018757,0.000660119074271566,0.00891772306396944,0.00671527671870686,"PTGER4/NRP1/CYRIA/TMEFF2/DLC1/MAP2/CDK5RAP2/PRKCE/CCN2/PRKD1/KANK1/AKAP13/WASF3/NCKAP1/RHPN2/TRIOBP/PFDN4/F2RL1/SPTBN1/CAPZA2/CYFIP2/ROCK2/HIP1R/MIR29B1/BRAF/CRACD/ARHGAP35/WDR1/EPS8/PIK3R1/GSN/PTK2B/SMAD3/SVIL/SKA1/ARHGEF10L/SERPINF2/MIR21/CAPG/BAIAP2L2/ATXN7/DMTN/C9orf72/FCHSD2/CDC42EP4/CX3CL1/ARF1/DYRK1A/PHLDB2/ARHGEF18/AKAP9/CLU/PAK2/ADD1/RAC1/MTSS1/MET/ARHGAP40/CDC42EP1/BIN1/VASP/GRB2/SNX9/LIMA1/HSPG2/S100A10/SCIN/BMERB1/ARHGAP18/ARFIP1/PROX1/SYNPO2/CAPZA3/PPM1E/EDN1/CGNL1/PRKN",77
"GO:0002070","epithelial cell maturation","11/2556","28/18805",0.392857142857143,2.89032807958864,3.97004404263993,0.000660947038636723,0.00891772306396944,0.00671527671870686,"FZD5/EPAS1/HIF1A/XBP1/GJA1/FEM1B/TMIGD1/TFCP2L1/CEBPA/VEGFA/FOXA1",11
"GO:0045981","positive regulation of nucleotide metabolic process","14/2556","41/18805",0.341463414634146,2.51221420664911,3.84445477758311,0.000679593489024437,0.00907637066606549,0.00683474247708399,"INSR/BEND3/RPTOR/HIF1A/KAT2B/PRKAA1/ZBTB20/ADCY10/IGF1/ENO1/GPD1/SRC/SLC4A4/PID1",14
"GO:0050919","negative chemotaxis","14/2556","41/18805",0.341463414634146,2.51221420664911,3.84445477758311,0.000679593489024437,0.00907637066606549,0.00683474247708399,"ROBO2/SEMA3C/ROBO1/SEMA4D/FLRT2/SEMA3F/SEMA4G/DPP4/PDGFA/WNT5A/NRP2/NRG1/FLRT3/SEMA3A",14
"GO:1900544","positive regulation of purine nucleotide metabolic process","14/2556","41/18805",0.341463414634146,2.51221420664911,3.84445477758311,0.000679593489024437,0.00907637066606549,0.00683474247708399,"INSR/BEND3/RPTOR/HIF1A/KAT2B/PRKAA1/ZBTB20/ADCY10/IGF1/ENO1/GPD1/SRC/SLC4A4/PID1",14
"GO:0006721","terpenoid metabolic process","26/2556","100/18805",0.26,1.91287167449139,3.6301377230015,0.000683770172962829,0.00907637066606549,0.00683474247708399,"DHRS4/EGFR/ALDH1A1/AKR1C1/HMGCS2/LIPA/ALDH1A2/AKR1C3/NAPEPLD/ABCA4/HSD17B6/ADH5/AKR1C4/RBP4/BCO1/ALDH3A2/RETSAT/ADH4/ADH6/CYP3A5/DGAT2/PECR/RDH12/ADH7/CYP26B1/ALDH8A1",26
"GO:0043648","dicarboxylic acid metabolic process","26/2556","100/18805",0.26,1.91287167449139,3.6301377230015,0.000683770172962829,0.00907637066606549,0.00683474247708399,"GLS/ME3/GPT2/TAT/KYNU/DDO/ALDH1L1/MTHFD2L/ACLY/GGT1/IDH1/IDH2/NR1H4/PRODH2/PCK1/FTCD/ASPA/ATIC/ALDH4A1/FAHD1/GCLM/AMDHD1/MTRR/KGD4/GRHPR/ASS1",26
"GO:0060419","heart growth","26/2556","100/18805",0.26,1.91287167449139,3.6301377230015,0.000683770172962829,0.00907637066606549,0.00683474247708399,"DUSP6/TGFB2/JARID2/FOXP1/PDLIM5/PRKG1/SORBS2/TENM4/MAPK14/YAP1/VGLL4/MIR200B/IGF1/TGFBR3/PIM1/RBP4/BMPR1A/SKI/GATA6/GATA4/ADRA1A/RUNX1/PROX1/EDN1/NRG1/ERBB4",26
"GO:0060537","muscle tissue development","85/2556","446/18805",0.190582959641256,1.40215671207113,3.40902720201514,0.000687189581897506,0.00907637066606549,0.00683474247708399,"SGCD/TBX3/CTNNB1/SEMA3C/BMP4/OSR1/CREB1/VGLL2/FOXN2/SOX6/B4GALNT2/RBM24/TGFB2/JARID2/SHH/FLNB/AKAP13/CDON/FOXP1/PDLIM5/BCL9/MYLK/PRKG1/SORBS2/NEB/ALPK2/HLF/PRKAA1/CXADR/TENM4/IHH/SMAD5/CHD7/MAPK14/VPS54/YAP1/VGLL4/ALDH1A2/LARGE1/AKIRIN1/GJA1/ERO1A/MED1/MIR200B/NUPR1/KAT8/IGF1/CFLAR/SMAD3/SVIL/TGFBR3/DSP/PIM1/RBP4/SMAD7/SYNE1/SIX4/EGR1/DLL4/ZFPM1/BMPR1A/SOX9/SKI/PPP3CA/LMNA/GATA6/ZFAND5/NEURL1/GATA4/HCN4/ADRA1A/ATG5/ADAMTS9/SIX1/NOTCH2/RUNX1/VEGFA/SLC8A1/FHOD3/PROX1/MEF2A/CYP26B1/EDN1/NRG1/ERBB4",85
"GO:0070561","vitamin D receptor signaling pathway","7/2556","13/18805",0.538461538461538,3.96156855663898,4.23642177284699,0.00068742541372893,0.00907637066606549,0.00683474247708399,"TRIM24/NCOA3/MED1/PIM1/RXRA/CYP24A1/SNAI2",7
"GO:0097707","ferroptosis","7/2556","13/18805",0.538461538461538,3.96156855663898,4.23642177284699,0.00068742541372893,0.00907637066606549,0.00683474247708399,"TMEM164/FTH1/NFE2L2/HMOX1/SQSTM1/SC5D/AIFM2",7
"GO:1902306","negative regulation of sodium ion transmembrane transport","7/2556","13/18805",0.538461538461538,3.96156855663898,4.23642177284699,0.00068742541372893,0.00907637066606549,0.00683474247708399,"OSR1/PRKCE/NEDD4L/NEDD4/PCSK9/AGT/STK39",7
"GO:0034381","plasma lipoprotein particle clearance","17/2556","55/18805",0.309090909090909,2.27404324939536,3.75281457326905,0.000705568735595856,0.00927619791830288,0.00698521757987503,"MYLIP/LIPC/SCARB1/LIPA/MSR1/SOAT1/HMOX1/SOAT2/APOA2/PCSK9/NR1H4/APOM/APOB/DGAT2/EHD1/FGF21/LIPG",17
"GO:0099024","plasma membrane invagination","17/2556","55/18805",0.309090909090909,2.27404324939536,3.75281457326905,0.000705568735595856,0.00927619791830288,0.00698521757987503,"ABCA1/RAB31/ANO6/F2RL1/PLCG2/MSR1/GSN/HAVCR1/ARF1/C3/CLCN3/ITGA2/SNX9/ELMO1/SPIRE1/DOCK1/SNX18",17
"GO:0061351","neural precursor cell proliferation","37/2556","160/18805",0.23125,1.70135221048513,3.5335170746804,0.000709055791798884,0.00928623014628907,0.00699277210770116,"CTNNB1/POU3F2/GLI3/PTPRZ1/SOX5/PTBP2/DOCK7/SHH/CDH2/CDON/FOXO3/HIF1A/NFIA/RERE/LRRK2/CTNNA1/LNX2/TRIM71/TRNP1/KDM2B/FOXO1/ILK/GNAI2/SLC39A5/CX3CL1/NUMB/RORA/DLL4/PDE9A/RASSF10/EGF/SHOC2/ORC3/VEGFA/NFIB/WNT5A/PROX1",37
"GO:0007589","body fluid secretion","25/2556","95/18805",0.263157894736842,1.93610493369574,3.62778607727348,0.000709343885647446,0.00928623014628907,0.00699277210770116,"NEGR1/CREB1/HK2/PRKCE/EGFR/HIF1A/GUCA1B/XBP1/FOXB1/PRLR/SPINK1/GJA1/TRAF3IP2/MED1/CYBA/PPP3CA/SLC22A2/NEURL1/ATG5/STK39/WNK1/VEGFA/EDN1/CDO1/ERBB4",25
"GO:0050680","negative regulation of epithelial cell proliferation","40/2556","177/18805",0.225988700564972,1.66264378486866,3.51298159250879,0.000718803348972464,0.00939013019017841,0.00707101153505249,"BMP4/TRIM24/ROBO1/GATA3/CASK/STK3/GPC3/TGFB2/KLF9/CDK6/PTPRM/MCC/IFT57/RUNX3/SPARC/PTPRK/DAB2/MIR29B1/DUSP10/TMIGD1/MED1/NUPR1/RAP1GAP/TGFBR3/CPB2/MIR21/APOH/SOX2/HPN/DLL4/SOX9/MIR193A/PPARG/MTSS1/GATA6/CEACAM1/NFIB/MIR30B/WNT5A/SNAI2",40
"GO:0042733","embryonic digit morphogenesis","18/2556","60/18805",0.3,2.20715962441315,3.71440992186468,0.000740014933074578,0.00962643898172542,0.00724895818297128,"TBX3/CTNNB1/SALL1/BMP4/GLI3/OSR1/WDPCP/SHH/ZBTB16/IHH/GJA1/TULP3/BMPR1A/ECE1/LMBR1/WNT5A/LNPK/TBC1D32",18
"GO:0090497","mesenchymal cell migration","18/2556","60/18805",0.3,2.20715962441315,3.71440992186468,0.000740014933074578,0.00962643898172542,0.00724895818297128,"SEMA3C/BMP4/NRP1/KITLG/SEMA4D/SHH/CDH2/HIF1A/FN1/CORO1C/SEMA3F/SEMA4G/PHACTR4/SEMA6A/NRP2/EDN1/SEMA3A/ERBB4",18
"GO:0086001","cardiac muscle cell action potential","23/2556","85/18805",0.270588235294118,1.99077142594127,3.63096648512662,0.000750819543198396,0.00974642800707644,0.00733931303057756,"SLMAP/ATP2A2/NEDD4L/FGF12/SCN9A/CTNNA3/CACNA1D/CXADR/GPD1L/SCN1A/GJA1/MIR328/KCNH6/JUP/DSP/AKAP9/ANK2/TRPM4/TMEM161B/BIN1/HCN4/ATP1B1/SLC8A1",23
"GO:0002028","regulation of sodium ion transport","22/2556","80/18805",0.275,2.02322965571205,3.63747004504874,0.000764572692733235,0.00983437441734722,0.0074055389581096,"OSR1/PRKCE/SLMAP/NEDD4L/FGF12/UTRN/GPD1L/CNKSR3/P2RX4/NEDD4/PER1/MLLT6/PCSK9/AGT/FXYD2/TESC/NKAIN1/PTPN3/STK39/WNK1/ATP1B1/CNTN1",22
"GO:0032526","response to retinoic acid","27/2556","106/18805",0.254716981132075,1.87400345469041,3.57889632522148,0.00076824767956708,0.00983437441734722,0.0074055389581096,"OSR1/ABCA1/CREB1/GSK3B/KLF4/WNT8B/WNT11/IGFBP7/ABL2/YAP1/ALDH1A2/GJB2/HSD17B2/PAX2/PTK2B/RBP4/YES1/ASXL1/SOX9/GATA6/SP100/RXRA/TESC/WNT5A/GDAP2/CYP26B1/BRINP3",27
"GO:0031018","endocrine pancreas development","15/2556","46/18805",0.326086956521739,2.39908654827516,3.76799989331764,0.000768773848841557,0.00983437441734722,0.0074055389581096,"BMP4/GSK3B/HNF1B/CDH2/CDK6/HES1/ONECUT1/IL6R/FOXA2/PAX4/MNX1/SOX9/GATA6/WNT5A/RFX6",15
"GO:0031638","zymogen activation","15/2556","46/18805",0.326086956521739,2.39908654827516,3.76799989331764,0.000768773848841557,0.00983437441734722,0.0074055389581096,"PLAU/FGA/F11/FGG/FGB/GGT1/ENO1/CPB2/SERPINF2/APOH/HGFAC/HPN/S100A10/DHCR24/RUNX1",15
"GO:1900744","regulation of p38MAPK cascade","15/2556","46/18805",0.326086956521739,2.39908654827516,3.76799989331764,0.000768773848841557,0.00983437441734722,0.0074055389581096,"BMP4/SASH1/MAP3K4/GADD45G/DUSP1/DUSP10/PER1/SPHK1/RELL1/MINK1/IL1B/PHLPP1/STK39/VEGFA/GADD45A",15
"GO:0014742","positive regulation of muscle hypertrophy","13/2556","37/18805",0.351351351351351,2.58496172228567,3.82739133692384,0.000770806685613796,0.00983437441734722,0.0074055389581096,"ROCK2/PARP1/ADCY10/IGF1/AGT/MIR21/PDE9A/PPP3CA/ADRA1A/IL6ST/PRKCA/MEF2A/EDN1",13
"GO:0045920","negative regulation of exocytosis","13/2556","37/18805",0.351351351351351,2.58496172228567,3.82739133692384,0.000770806685613796,0.00983437441734722,0.0074055389581096,"STXBP6/RAB7A/ATP9A/BRAF/GNAI2/RAB33B/C9orf72/FMR1/CD84/CEACAM1/BCR/PRKN/ANXA1",13
"GO:0003170","heart valve development","21/2556","75/18805",0.28,2.06001564945227,3.6480959020936,0.000771948948750576,0.00983437441734722,0.0074055389581096,"ROBO2/BMP4/ROBO1/GATA3/TGFB2/TGFBR2/HECTD1/AXIN2/ROCK2/OLFM1/DLL4/ZFPM1/BMPR1A/SOX9/SMAD6/GATA4/ADAMTS9/NOTCH2/CCN1/SNAI2/CDH11",21
"GO:0032411","positive regulation of transporter activity","21/2556","75/18805",0.28,2.06001564945227,3.6480959020936,0.000771948948750576,0.00983437441734722,0.0074055389581096,"STIM2/SGK1/TCAF1/STIM1/HTT/PDZK1/SGK2/FXYD2/ATP2A1/AKAP9/ANK2/ASPH/TRPC6/RXRA/TESC/VMP1/NIPSNAP2/STK39/TRDN/ATP1B1/EDN1",21
"GO:0045834","positive regulation of lipid metabolic process","32/2556","133/18805",0.240601503759398,1.77015308223611,3.53508357483304,0.000773984354145952,0.00983997428384317,0.007409755802795,"AVPR1A/CREB1/PRKCE/ACSL3/RPTOR/KAT2B/PRKAA1/DAB2/FABP1/SCARB1/IGF1R/QKI/XBP1/MBTPS2/MIR29B1/ZBTB20/CGA/APOA2/PLA2G6/NR1H4/PCK1/PPARGC1A/FABP3/PPARG/LPGAT1/SORBS1/FGF21/IL1B/GNAI1/CCN1/IRS1/FGF1",32
"GO:0006163","purine nucleotide metabolic process","85/2556","448/18805",0.189732142857143,1.39589708389224,3.36366458382275,0.000791773991715892,0.0100454288743214,0.00756446843720771,"ADCY8/NT5C1B/DLG2/PDE10A/PFKP/CASK/HK2/PAPSS2/PTHLH/PDE1A/INSR/SLC25A13/BEND3/RPTOR/PDE8A/NCOR1/EPHA2/HIF1A/RD3/PDE4D/KAT2B/TPST1/SULT1E1/PDE8B/ENPP1/NUDT9/PRKAA1/GPD1L/PGM1/LIPA/KYNU/LRRK2/AK4/PARP1/ZBTB20/IER3/PARG/PAICS/ALDOB/PKLR/ALDH1L1/ADCY10/MTHFD2L/TKT/NUPR1/COX11/IGF1/PAPSS1/AK5/PFKL/ENO1/HDAC4/IDH1/IDH2/GPD1/SRC/ADCY9/DCK/ATIC/RORA/TJP2/NADK2/PDE9A/SLC4A4/SULT2B1/ADCY1/PFAS/SULT1C4/MAGI3/FMO5/ATP5MC2/CLPX/GDA/RPIA/SULT1C3/NDUFA8/MYH4/NUDT2/ATP6V1A/ATP1B1/SULT1B1/OPA1/NDUFA12/PID1/NNT",85
"GO:1902107","positive regulation of leukocyte differentiation","43/2556","195/18805",0.22051282051282,1.62235664700453,3.46478011406315,0.000795458293829588,0.0100508111470353,0.00756852142813268,"KITLG/GLI3/CREB1/GLI2/GATA3/NEDD9/RPTOR/SHH/ARID1B/TGFBR2/ZFP36L1/ZBTB16/AMBRA1/FOXO3/BRD4/RUNX3/ZMIZ1/IHH/XBP1/BCL6/AP3D1/PIK3R6/CTNNBIP1/DUSP10/IL4R/MIR21/PCK1/NFKBIZ/IL23R/NKAP/PRKCZ/IL1RL2/PPP3CA/TESC/SHB/RIPK2/CSF1/NOTCH2/RUNX1/PRKCA/OPA1/SMARCA2/ANXA1",43
"GO:1903708","positive regulation of hemopoiesis","43/2556","195/18805",0.22051282051282,1.62235664700453,3.46478011406315,0.000795458293829588,0.0100508111470353,0.00756852142813268,"KITLG/GLI3/CREB1/GLI2/GATA3/NEDD9/RPTOR/SHH/ARID1B/TGFBR2/ZFP36L1/ZBTB16/AMBRA1/FOXO3/BRD4/RUNX3/ZMIZ1/IHH/XBP1/BCL6/AP3D1/PIK3R6/CTNNBIP1/DUSP10/IL4R/MIR21/PCK1/NFKBIZ/IL23R/NKAP/PRKCZ/IL1RL2/PPP3CA/TESC/SHB/RIPK2/CSF1/NOTCH2/RUNX1/PRKCA/OPA1/SMARCA2/ANXA1",43
"GO:0072172","mesonephric tubule formation","6/2556","10/18805",0.6,4.41431924882629,4.28326740310352,0.000805308277180713,0.0100991031609655,0.00760488656691512,"OSR1/GATA3/HNF1B/SIX4/HS2ST1/SIX1",6
"GO:0009135","purine nucleoside diphosphate metabolic process","29/2556","117/18805",0.247863247863248,1.82357917686556,3.54412558296383,0.000805831779953781,0.0100991031609655,0.00760488656691512,"DLG2/PFKP/CASK/HK2/INSR/RPTOR/NCOR1/HIF1A/KAT2B/NUDT9/PRKAA1/PGM1/LIPA/AK4/ZBTB20/IER3/ALDOB/PKLR/NUPR1/IGF1/AK5/PFKL/ENO1/HDAC4/GPD1/SRC/TJP2/SLC4A4/MAGI3",29
"GO:0009179","purine ribonucleoside diphosphate metabolic process","29/2556","117/18805",0.247863247863248,1.82357917686556,3.54412558296383,0.000805831779953781,0.0100991031609655,0.00760488656691512,"DLG2/PFKP/CASK/HK2/INSR/RPTOR/NCOR1/HIF1A/KAT2B/NUDT9/PRKAA1/PGM1/LIPA/AK4/ZBTB20/IER3/ALDOB/PKLR/NUPR1/IGF1/AK5/PFKL/ENO1/HDAC4/GPD1/SRC/TJP2/SLC4A4/MAGI3",29
"GO:0043547","positive regulation of GTPase activity","29/2556","117/18805",0.247863247863248,1.82357917686556,3.54412558296383,0.000805831779953781,0.0100991031609655,0.00760488656691512,"GSK3B/SEMA4D/DOCK7/MAP4K4/RALGAPA2/EPHA2/PKP4/ALS2/ODAM/F2RL1/TGM2/RALGAPA1/BCAR3/RASGRF1/CORO1C/RAPGEF2/ECT2/RAP1GAP/AGRN/RIC1/PLXNB1/NET1/ARHGAP42/DOCK9/SNX9/USP6NL/S100A10/BCR/SNX18",29
"GO:1990778","protein localization to cell periphery","71/2556","362/18805",0.196132596685083,1.44298649478207,3.37536867018764,0.000819756661236825,0.0102397807897281,0.00771082046938061,"EFR3A/DPP10/WDR72/PICALM/ERRFI1/PRKCE/ACSL3/TSPAN33/EGFR/RAB11A/RAB31/SLMAP/CDH2/EPM2A/ANK1/DPP6/EPHA2/RAB7A/EPB41/NPTX1/MYL12A/LRP6/DAB2/HYCC2/SPTBN1/ASAP1/ROCK2/TSPAN14/CDH1/RAP2A/GGA2/PRKCH/ANXA13/LARGE1/KCNIP3/PIK3R1/ZDHHC7/PDZK1/KIF5B/RAPGEF2/AFDN/ILK/JUP/OLFM1/GRIPAP1/AMN/CRB3/SQSTM1/PKDCC/NUMB/ANK2/EHD1/PPIL2/PRKCZ/PGRMC1/DAG1/GPC6/SORBS1/TESC/LYPLA1/GBP1/SEC23A/S100A10/GNAI1/WNK1/LYPLAL1/GOLPH3L/ATP1B1/TNIK/PID1/ERBB4",71
"GO:0014074","response to purine-containing compound","35/2556","150/18805",0.233333333333333,1.71667970787689,3.49514612550085,0.000820378156037252,0.0102397807897281,0.00771082046938061,"CREB1/AHR/ITPR2/ZFP36L1/PDE4D/CPS1/ENPP1/PRKAA1/HMGCS2/BRAF/P2RX4/PKLR/PTK2B/RAPGEF2/PER1/GPD1/DMTN/ATF1/AKAP9/TRPM4/CRTC1/ASPH/GATA6/HCN4/CHEK1/IL1B/XRN1/ASS1/AREG/SLC8A1/SDC1/PDE3A/PANX1/CDO1/BCKDHB",35
